CountryCode,Reference area,Measure,Unit of measure,Year,Value,Observation status,Unit multiplier
PHL,Philippines,Permanent crops,Hectares,1998,4700.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1997,4700.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1996,4500.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1995,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1994,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1993,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1992,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1991,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1990,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1989,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1988,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1987,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1986,4400.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,1985,4400.0,Normal value,Thousands
PHL,Philippines,Organic farming,Hectares,2021,216334.14,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2020,191769.64,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2019,168351.9,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2018,218569.8,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2017,187046.88,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2016,185795.17,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2015,131188.97,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2014,76852.25,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2013,86155.26,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2012,80973.79,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2011,96316.6,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2010,79992.0,Normal value,Units
PHL,Philippines,Organic farming,Hectares,2009,51806.07,Normal value,Units
PHL,Philippines,Arable land,Hectares,2016,5590.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2015,5590.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2014,5590.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2013,5590.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2012,5580.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2011,5450.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2010,5300.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2009,5500.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2008,5450.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2007,5290.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2006,5155.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2005,5005.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2004,5120.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2003,4970.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2002,4935.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2001,4984.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,2000,5034.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1999,5085.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1998,5135.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1997,5185.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1996,5235.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1995,5285.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1994,5335.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1993,5385.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1992,5435.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1991,5487.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1990,5480.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1989,5460.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1988,5440.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1987,5420.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1986,5400.0,Normal value,Thousands
PHL,Philippines,Arable land,Hectares,1985,5350.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2020,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2019,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2018,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2017,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2016,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2015,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2014,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2013,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2012,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2011,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2010,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2009,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2008,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2007,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2006,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2005,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2004,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2003,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2002,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2001,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,2000,1500.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1999,1450.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1998,1450.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1997,1450.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1996,1370.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1995,1330.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1994,1280.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1993,1280.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1992,1280.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1991,1270.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1990,1260.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1989,1240.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1988,1220.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1987,1200.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1986,1180.0,Normal value,Thousands
PHL,Philippines,Permanent pasture,Hectares,1985,1160.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2020,5585.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2019,5553.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2018,5524.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2017,5495.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2016,5466.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2015,5437.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2014,5408.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2013,5379.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2012,5350.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2011,5310.0,Normal value,Thousands
PHL,Philippines,Permanent crops,Hectares,2010,5300.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2020,12675.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2019,12643.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2018,12614.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2017,12585.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2016,12556.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2015,12527.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2014,12498.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2013,12469.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2012,12430.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2011,12260.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2010,12100.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2009,12100.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2008,12010.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2007,11790.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2006,11580.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2005,11355.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2004,11470.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2003,11240.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2002,11135.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2001,11184.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,2000,11234.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1999,11235.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1998,11285.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1997,11335.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1996,11105.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1995,11015.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1994,11015.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1993,11065.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1992,11115.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1991,11157.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1990,11140.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1989,11100.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1988,11060.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1987,11020.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1986,10980.0,Normal value,Thousands
PHL,Philippines,Total agricultural land area,Hectares,1985,10910.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2020,11175.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2019,11143.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2018,11114.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2017,11085.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2016,11056.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2015,11027.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2014,10998.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2013,10969.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2012,10930.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2011,10760.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2010,10600.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2009,10600.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2008,10510.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2007,10290.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2006,10080.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2005,9855.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2004,9970.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2003,9740.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2002,9635.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2001,9684.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,2000,9734.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1999,9785.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1998,9835.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1997,9885.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1996,9735.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1995,9685.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1994,9735.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1993,9785.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1992,9835.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1991,9887.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1990,9880.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1989,9860.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1988,9840.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1987,9820.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1986,9800.0,Normal value,Thousands
PHL,Philippines,Arable and permanent crop land,Hectares,1985,9750.0,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1990,14769.0,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2021,8989.22,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2020,8885.77,Normal value,Thousands
ROU,Romania,Organic farming,Hectares,2012,288261.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2011,229946.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2010,182706.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2009,168288.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2008,140132.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2007,131456.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2006,107582.0,Normal value,Units
ROU,Romania,Permanent crops,Hectares,1998,487.9,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1997,552.0,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1996,559.5,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1995,570.0,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1994,587.4,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1993,599.7,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1992,603.4,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1991,597.1,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1990,590.8,Normal value,Thousands
ROU,Romania,Organic farming,Hectares,2021,578718.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2020,468887.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2019,395228.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2018,326260.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2017,258471.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2016,226309.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2015,245924.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2014,289252.0,Normal value,Units
ROU,Romania,Organic farming,Hectares,2013,286896.0,Normal value,Units
ROU,Romania,Permanent pasture,Hectares,2004,4786.32,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2003,4957.6,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2002,4958.66,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2001,4935.58,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2000,4944.97,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1999,4935.9,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1998,4904.4,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1997,4881.5,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1996,4890.2,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1995,4890.1,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1994,4872.1,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1993,4851.9,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1992,4829.8,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1991,4777.7,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,1990,4727.8,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2021,305.69,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2020,304.92,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2019,314.65,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2018,341.06,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2017,317.31,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2016,316.26,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2015,317.26,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2014,318.82,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2013,328.05,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2012,336.76,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2011,333.32,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2010,344.55,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2009,350.93,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2008,355.91,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2007,357.54,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2006,367.54,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2005,408.7,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2004,412.54,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2003,451.26,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2002,469.23,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2001,474.63,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,2000,483.03,Normal value,Thousands
ROU,Romania,Permanent crops,Hectares,1999,479.6,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2019,9378.06,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2018,9125.33,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2017,8957.76,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2016,8999.47,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2015,9203.09,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2014,9203.48,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2013,9187.75,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2012,9244.32,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2011,9438.85,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2010,9609.8,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2009,9249.17,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2008,9184.19,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2007,9136.29,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2006,9408.04,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2005,9495.1,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2004,9343.84,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2003,9843.06,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2002,9860.23,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2001,9862.76,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,2000,9865.78,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1999,9843.9,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1998,9840.4,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1997,9904.2,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1996,9895.3,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1995,9905.4,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1994,9923.7,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1993,9939.6,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1992,9958.6,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1991,10022.8,Normal value,Thousands
ROU,Romania,Arable and permanent crop land,Hectares,1990,10039.4,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2021,8683.53,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2020,8580.85,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2019,9063.41,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2018,8784.27,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2017,8640.45,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2016,8683.21,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2015,8885.83,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2014,8884.66,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2013,8859.7,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2012,8907.56,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2011,9105.53,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2010,9265.25,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2009,8898.24,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2008,8828.28,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2007,8778.75,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2006,9040.5,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2005,9086.4,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2004,8931.3,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2003,9391.8,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2002,9391.0,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2001,9388.13,Normal value,Thousands
ROU,Romania,Arable land,Hectares,2000,9382.75,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1999,9364.3,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1998,9352.5,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1997,9352.2,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1996,9335.8,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1995,9335.4,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1994,9336.3,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1993,9339.9,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1992,9355.2,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1991,9425.7,Normal value,Thousands
ROU,Romania,Arable land,Hectares,1990,9448.6,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2021,4089.66,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2020,4163.03,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2019,4447.55,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2018,4288.41,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2017,4420.17,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2016,4521.38,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2015,4655.33,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2014,4626.95,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2013,4716.89,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2012,4488.83,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2011,4542.77,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2010,4546.68,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2009,4371.69,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2008,4449.62,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2007,4493.53,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2006,4630.68,Normal value,Thousands
ROU,Romania,Permanent pasture,Hectares,2005,4685.39,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2021,13078.88,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2020,13048.8,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2019,13825.61,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2018,13413.74,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2017,13377.93,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2016,13520.85,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2015,13858.42,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2014,13830.42,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2013,13904.64,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2012,13733.14,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2011,13981.62,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2010,14156.48,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2009,13620.86,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2008,13633.81,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2007,13629.81,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2006,14038.72,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2005,14180.5,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2004,14130.16,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2003,14800.66,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2002,14818.89,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2001,14798.34,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,2000,14810.74,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1999,14781.3,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1998,14746.4,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1997,14787.3,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1996,14787.1,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1995,14797.2,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1994,14797.5,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1993,14793.2,Normal value,Thousands
ROU,Romania,Total agricultural land area,Hectares,1992,14790.1,Normal value,Thousands
RUS,Russia,Total agricultural land area,Hectares,1998,217287.0,Normal value,Thousands
RUS,Russia,Total agricultural land area,Hectares,1997,217989.0,Normal value,Thousands
RUS,Russia,Total agricultural land area,Hectares,1996,216111.0,Normal value,Thousands
